source_repo,source_commit,source_path,license,attribution,private_risk,sanitization_reviewed_by,disposition,new_path,rationale
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/simulation-lab/vault/Simulation Lab/Promote Merge Kill Queue.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/simulation-lab/vault/Simulation Lab/Promote Merge Kill Queue.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/simulation-lab/vault/Simulation Lab/Promotion Candidates/Promotion Candidate Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/simulation-lab/vault/Simulation Lab/Promotion Candidates/Promotion Candidate Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/simulation-lab/vault/Simulation Lab/Replay Reviews/Replay Review Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/simulation-lab/vault/Simulation Lab/Replay Reviews/Replay Review Template.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,packs/simulation-lab/vault/Simulation Lab/Simulation Lab Index.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:packs/simulation-lab/vault/Simulation Lab/Simulation Lab Index.md,reviewed-public-source,not-required,external-pointer,,This pack is demand-gated or corpus-deferred; retain the pinned source pointer instead of shipping filler or inactive payload.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,scripts/build-catalyst-calendar.py,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:scripts/build-catalyst-calendar.py,reviewed-public-source,not-required,external-pointer,,"The bulk timeline or market surface is deferred behind corpus, freshness, demand, and liability review; retain only the pinned pointer."
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,scripts/deep-timeline-context-query.py,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:scripts/deep-timeline-context-query.py,reviewed-public-source,not-required,external-pointer,,"The bulk timeline or market surface is deferred behind corpus, freshness, demand, and liability review; retain only the pinned pointer."
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,scripts/explain-market-session.py,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:scripts/explain-market-session.py,reviewed-public-source,not-required,external-pointer,,The standalone helper has no proved Release 1.0 consumer or gate and remains available at the pinned source coordinate.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,scripts/install-pack.sh,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:scripts/install-pack.sh,reviewed-public-source,not-required,supersede,,The new distribution's bounded verifier or later ownership-safe installer supersedes this repository-specific script.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,scripts/install-super-repo.sh,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:scripts/install-super-repo.sh,reviewed-public-source,not-required,supersede,,The new distribution's bounded verifier or later ownership-safe installer supersedes this repository-specific script.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,scripts/market-context-sidecar.py,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:scripts/market-context-sidecar.py,reviewed-public-source,not-required,external-pointer,,"The bulk timeline or market surface is deferred behind corpus, freshness, demand, and liability review; retain only the pinned pointer."
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,scripts/promote-source-to-event.py,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:scripts/promote-source-to-event.py,reviewed-public-source,not-required,external-pointer,,The standalone helper has no proved Release 1.0 consumer or gate and remains available at the pinned source coordinate.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,scripts/rebuild-market-duckdb.py,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:scripts/rebuild-market-duckdb.py,reviewed-public-source,not-required,external-pointer,,The standalone helper has no proved Release 1.0 consumer or gate and remains available at the pinned source coordinate.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,scripts/verify-no-private-markers.py,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:scripts/verify-no-private-markers.py,reviewed-public-source,not-required,supersede,,The new distribution's bounded verifier or later ownership-safe installer supersedes this repository-specific script.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,scripts/verify-super-repo.sh,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:scripts/verify-super-repo.sh,reviewed-public-source,not-required,supersede,,The new distribution's bounded verifier or later ownership-safe installer supersedes this repository-specific script.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,scripts/verify-vault-links.py,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:scripts/verify-vault-links.py,reviewed-public-source,not-required,supersede,,The new distribution's bounded verifier or later ownership-safe installer supersedes this repository-specific script.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/README.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/README.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/hermes/skills/company-diligence-loop/SKILL.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/hermes/skills/company-diligence-loop/SKILL.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/hermes/skills/cross-disciplinary-engine/SKILL.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/hermes/skills/cross-disciplinary-engine/SKILL.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/hermes/skills/crypto-protocol-diligence/SKILL.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/hermes/skills/crypto-protocol-diligence/SKILL.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/hermes/skills/market-research-os/SKILL.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/hermes/skills/market-research-os/SKILL.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/hermes/skills/quant-signal-auditor/SKILL.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/hermes/skills/quant-signal-auditor/SKILL.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/hermes/skills/source-grounding-loop/SKILL.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/hermes/skills/source-grounding-loop/SKILL.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/install.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/install.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/scripts/create-market-thesis.sh,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/scripts/create-market-thesis.sh,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/scripts/install-powerpack.sh,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/scripts/install-powerpack.sh,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/scripts/verify-powerpack.sh,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/scripts/verify-powerpack.sh,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/vault-addons/Knowledge/Cross-Disciplinary System/Bridge Note Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/vault-addons/Knowledge/Cross-Disciplinary System/Bridge Note Template.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/vault-addons/Knowledge/Cross-Disciplinary System/Concept Note Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/vault-addons/Knowledge/Cross-Disciplinary System/Concept Note Template.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/vault-addons/Knowledge/Cross-Disciplinary System/Cross-Disciplinary Engine.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/vault-addons/Knowledge/Cross-Disciplinary System/Cross-Disciplinary Engine.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/vault-addons/Knowledge/Cross-Disciplinary System/Mechanism Note Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/vault-addons/Knowledge/Cross-Disciplinary System/Mechanism Note Template.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/vault-addons/Knowledge/Cross-Disciplinary System/Pattern Pass Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/vault-addons/Knowledge/Cross-Disciplinary System/Pattern Pass Template.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/vault-addons/Knowledge/Market Research OS/Company Diligence Loop.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/vault-addons/Knowledge/Market Research OS/Company Diligence Loop.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
second-brain-super-repo,755e4a2018983317079999b4a975a81c8b4bddf4,source-packages/powerpack/vault-addons/Knowledge/Market Research OS/Company Research Template.md,operator-owned,second-brain-super-repo@755e4a2018983317079999b4a975a81c8b4bddf4:source-packages/powerpack/vault-addons/Knowledge/Market Research OS/Company Research Template.md,reviewed-public-source,not-required,supersede,,The nested snapshot duplicates a separately pinned source repository row and is not shipped twice.
